Applicant_ID,Annual_Income,Applicant_Age,Work_Experience,Marital_Status,House_Ownership,Vehicle_Ownership(car),Occupation,Residence_City,Residence_State,Years_in_Current_Employment,Years_in_Current_Residence,Loan_Default_Risk
11286,4939664,61,14,married,rented,yes,Financial_Analyst,Danapur,Bihar,4,12,0
25264,817450,32,15,married,rented,no,Graphic_Designer,Gulbarga,Karnataka,4,12,0
18305,9772588,72,16,single,rented,yes,Geologist,North_Dumdum,West_Bengal,8,12,0
40540,2740967,63,5,single,rented,no,Civil_servant,Nagaon,Assam,5,13,1
23310,1280695,43,19,single,rented,no,Magistrate,Gudivada,Andhra_Pradesh,14,12,0
26350,1461789,69,13,single,norent_noown,no,Scientist,Chapra,Bihar,13,14,0
79907,6474794,47,7,single,rented,yes,Mechanical_engineer,Bettiah[33],Bihar,5,14,0
22914,259809,34,0,single,rented,no,Biomedical_Engineer,Rohtak,Haryana,0,13,0
53775,3082162,34,18,single,norent_noown,no,Physician,Shimoga,Karnataka,3,10,0
70635,7124175,44,15,single,rented,yes,Chemical_engineer,Kirari_Suleman_Nagar,Delhi,7,10,1
31182,5591112,50,16,single,rented,no,Magistrate,Salem,Tamil_Nadu,9,11,0
49121,1040029,46,5,single,rented,yes,Software_Developer,Aizawl,Mizoram,5,10,0
98288,9806306,78,15,single,rented,yes,Mechanical_engineer,Jalgaon,Maharashtra,4,12,0
63291,78418,35,18,single,rented,no,Air_traffic_controller,Bathinda,Punjab,12,12,0
4543,9886718,44,20,single,rented,yes,Technology_specialist,Gangtok,Sikkim,9,11,0
28441,279696,49,17,single,rented,yes,Graphic_Designer,Ambattur,Tamil_Nadu,12,13,0
35027,8249799,42,19,single,rented,no,Web_designer,Panipat,Haryana,12,10,0
77564,5764101,35,13,single,rented,no,Architect,Anand,Gujarat,13,11,0
23852,2564196,55,20,single,rented,no,Statistician,Siliguri,West_Bengal,10,14,0
6759,8675283,65,20,single,rented,no,Petroleum_Engineer,Howrah,West_Bengal,13,13,0
29644,4110405,22,4,single,rented,yes,Lawyer,Srikakulam,Andhra_Pradesh,4,10,0
32259,7990740,62,0,single,rented,no,Surgeon,Unnao,Uttar_Pradesh,0,12,0
47854,5739138,62,3,single,rented,no,Computer_hardware_engineer,Bhatpara,West_Bengal,3,12,0
57602,5465826,73,18,single,rented,no,Official,Gandhidham,Gujarat,3,12,0
17308,4659517,76,2,married,rented,no,Army_officer,Tirupati[21][22],Andhra_Pradesh,2,12,0
64595,2909877,50,5,single,rented,yes,Secretary,Muzaffarnagar,Uttar_Pradesh,5,14,0
4615,1343772,76,20,single,rented,no,Analyst,Bhimavaram,Andhra_Pradesh,10,12,0
7822,8790456,41,2,single,rented,no,Designer,Tiruppur,Tamil_Nadu,2,11,0
64791,6944134,59,5,single,owned,no,Graphic_Designer,Gulbarga,Karnataka,5,11,0
79649,8692332,61,3,single,rented,no,Civil_engineer,Warangal[11][12],Telangana,3,13,0
35222,2213998,78,11,single,owned,no,Police_officer,Kakinada,Andhra_Pradesh,11,14,0
59713,3128681,59,4,single,owned,no,Drafter,Ludhiana,Punjab,4,12,0
14014,3748391,38,14,single,owned,no,Surveyor,Hospet,Karnataka,10,10,0
14870,8531817,36,18,single,rented,yes,Engineer,Amravati,Maharashtra,14,14,0
68545,1315700,53,4,single,rented,no,Civil_engineer,Thoothukudi,Tamil_Nadu,4,14,0
37492,9618732,38,11,single,rented,yes,Aviator,Guwahati,Assam,11,12,0
81204,6305461,41,11,single,rented,yes,Air_traffic_controller,Mirzapur,Uttar_Pradesh,7,14,1
42961,8517978,58,7,single,rented,no,Chef,Kochi,Kerala,4,10,1
87512,3045476,22,14,single,rented,no,Microbiologist,Sambalpur,Odisha,7,12,0
67977,2113388,51,17,married,rented,no,Scientist,Bhimavaram,Andhra_Pradesh,13,14,0
68069,8039588,41,2,single,rented,no,Air_traffic_controller,Gandhinagar,Gujarat,2,11,0
28450,450549,22,3,single,rented,yes,Official,Agra,Uttar_Pradesh,3,13,0
57892,6777059,76,8,single,rented,no,Surgeon,Gandhidham,Gujarat,8,11,0
82375,8171478,48,13,single,rented,no,Aviator,Nellore[14][15],Andhra_Pradesh,9,11,0
35091,6491605,24,15,single,rented,no,Police_officer,Nizamabad,Telangana,14,12,0
375,3589662,42,18,single,rented,yes,Technical_writer,Bareilly,Uttar_Pradesh,13,13,0
93877,9223610,27,6,single,rented,no,Magistrate,Tirunelveli,Tamil_Nadu,6,14,0
18667,3269849,43,9,single,rented,no,Aviator,Guna,Madhya_Pradesh,9,14,0
31235,7907929,31,20,single,rented,no,Secretary,Pune,Maharashtra,12,11,0
52456,3796471,29,1,single,rented,no,Aviator,Bhopal,Madhya_Pradesh,1,10,0
52632,6451557,40,7,single,rented,no,Microbiologist,Erode[17],Tamil_Nadu,7,14,0
15011,57536,48,13,single,rented,no,Chef,Thanjavur,Tamil_Nadu,7,13,0
68330,6035837,34,13,single,rented,no,Microbiologist,Mathura,Uttar_Pradesh,11,11,1
81322,5294136,72,15,single,rented,no,Scientist,Jodhpur,Rajasthan,7,12,1
46988,8187477,50,20,single,rented,no,Scientist,Hajipur[31],Bihar,7,14,0
40084,9974540,54,6,single,rented,yes,Architect,Danapur,Bihar,6,13,0
69388,1549623,53,16,single,rented,no,Technician,Bhimavaram,Andhra_Pradesh,14,14,0
50128,3311941,60,19,single,owned,no,Civil_servant,Pali,Rajasthan,11,14,0
38478,6894156,53,4,single,rented,no,Web_designer,Hubliâ€“Dharwad,Karnataka,4,10,0
25316,6591039,72,15,single,rented,yes,Politician,Thanjavur,Tamil_Nadu,3,14,0
50965,681686,71,18,single,rented,no,Artist,Mangalore,Karnataka,13,10,1
43839,7338543,34,9,single,rented,no,Microbiologist,Bilaspur,Chhattisgarh,3,12,0
51297,3188212,61,14,single,rented,no,Designer,Alwar,Rajasthan,10,12,1
63149,3556780,53,7,single,rented,yes,Economist,South_Dumdum,West_Bengal,7,11,0
44572,1227823,30,5,single,rented,yes,Aviator,Pudukkottai,Tamil_Nadu,5,13,0
80038,8997854,36,16,single,rented,no,Chef,Udupi,Karnataka,5,10,1
64583,2776169,27,16,single,rented,no,Flight_attendant,Mirzapur,Uttar_Pradesh,8,10,0
6166,2010564,71,16,single,rented,yes,Microbiologist,Malegaon,Maharashtra,3,12,0
99648,4763378,70,6,single,rented,yes,Psychologist,Ambattur,Tamil_Nadu,6,14,0
31800,5448587,39,1,single,rented,no,Aviator,Kanpur,Uttar_Pradesh,1,13,0
70480,3085012,24,0,single,rented,no,Aviator,Raichur,Karnataka,0,10,0
61645,5035598,38,18,single,rented,no,Army_officer,Berhampur,Odisha,14,14,0
63739,5129206,59,8,single,rented,no,Army_officer,Sri_Ganganagar,Rajasthan,3,12,1
4417,4253315,66,7,single,rented,no,Chemical_engineer,Vasai-Virar,Maharashtra,7,11,0
54635,4112102,46,15,single,rented,no,Chef,Mangalore,Karnataka,5,13,0
11989,4167093,77,18,single,owned,no,Chartered_Accountant,Farrukhabad,Uttar_Pradesh,13,12,0
28325,59539,51,3,married,norent_noown,no,Biomedical_Engineer,Madhyamgram,West_Bengal,3,12,0
3714,2846676,23,12,married,rented,no,Librarian,Ulhasnagar,Maharashtra,12,13,0
37561,3082162,34,18,single,norent_noown,no,Physician,Shimoga,Karnataka,3,10,0
27951,1303616,21,3,single,rented,no,Computer_hardware_engineer,Raipur,Chhattisgarh,3,13,0
58665,4137042,23,17,single,rented,yes,Artist,Bahraich,Uttar_Pradesh,8,12,0
37174,2400228,24,1,single,rented,yes,Technology_specialist,Bhiwani,Haryana,1,12,0
41326,7134812,72,16,single,rented,no,Statistician,Bidhannagar,West_Bengal,4,14,0
60995,278747,36,10,single,rented,no,Computer_hardware_engineer,Pondicherry,Puducherry,10,10,0
94304,7643432,66,17,single,rented,no,Librarian,Belgaum,Karnataka,8,13,0
81683,445268,57,17,single,rented,no,Technician,Vellore,Tamil_Nadu,9,13,0
22406,3654298,78,18,single,rented,yes,Industrial_Engineer,Lucknow,Uttar_Pradesh,5,10,0
47867,5560320,34,16,single,rented,no,Economist,Pimpri-Chinchwad,Maharashtra,8,11,1
74863,9192811,28,2,single,norent_noown,yes,Chemical_engineer,Khammam,Telangana,2,12,0
35506,7134787,63,15,single,rented,no,Web_designer,Sambalpur,Odisha,12,12,1
32466,1800877,21,10,married,rented,yes,Software_Developer,Narasaraopet,Andhra_Pradesh,5,13,1
91890,4269729,70,8,single,rented,yes,Fashion_Designer,Unnao,Uttar_Pradesh,8,13,0
81847,1728444,66,10,single,rented,yes,Magistrate,Jhansi,Uttar_Pradesh,10,13,0
32679,6785181,32,11,single,rented,no,Drafter,Ujjain,Madhya_Pradesh,11,11,1
1965,3198849,74,3,single,owned,no,Scientist,Jodhpur,Rajasthan,3,10,0
7965,4348814,77,4,single,rented,yes,Official,Tinsukia,Assam,4,12,0
24499,987476,33,17,single,rented,yes,Biomedical_Engineer,"Khora,_Ghaziabad",Uttar_Pradesh,14,12,0
99367,897935,75,7,single,rented,no,Dentist,Khammam,Telangana,7,10,0
89747,7128746,79,4,single,rented,no,Magistrate,Amritsar,Punjab,4,11,0
10762,9961107,33,15,single,rented,yes,Surveyor,Karimnagar,Telangana,11,14,0
5947,5321383,40,2,single,rented,no,Aviator,Nagpur,Maharashtra,2,13,0
93228,2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13,1
19428,267701,65,19,single,rented,yes,Politician,Sambhal,Uttar_Pradesh,9,13,0
41400,5176469,45,2,single,rented,yes,Graphic_Designer,Medininagar,Jharkhand,2,12,0
36033,1322865,77,12,single,rented,yes,Physician,Tirupati[21][22],Andhra_Pradesh,11,12,0
86540,1855377,26,3,single,rented,no,Magistrate,Shimla,Himachal_Pradesh,3,13,0
67994,456398,74,17,single,rented,yes,Scientist,Raebareli,Uttar_Pradesh,7,14,0
7906,1050149,33,5,single,rented,no,Chef,Kakinada,Andhra_Pradesh,5,13,0
30911,6625727,65,3,single,rented,no,Petroleum_Engineer,Shimoga,Karnataka,3,13,0
89369,2237433,65,19,single,rented,no,Consultant,Begusarai,Bihar,7,12,0
730,5186187,76,2,single,rented,no,Dentist,Shahjahanpur,Uttar_Pradesh,2,12,1
72079,4723808,35,0,single,rented,no,Comedian,Erode[17],Tamil_Nadu,0,13,0
4776,7102815,30,13,single,rented,no,Army_officer,Muzaffarnagar,Uttar_Pradesh,13,13,1
73444,7174895,28,2,single,rented,no,Consultant,Kalyan-Dombivli,Maharashtra,2,14,0
71214,6237498,52,1,single,rented,yes,Geologist,Kavali,Andhra_Pradesh,1,13,0
62244,413811,78,6,single,rented,yes,Magistrate,Akola,Maharashtra,6,11,0
76072,4614035,42,15,single,rented,no,Flight_attendant,Miryalaguda,Telangana,13,14,0
88860,8939580,50,3,single,rented,yes,Physician,Pallavaram,Tamil_Nadu,3,13,0
65597,971966,79,10,single,rented,yes,Industrial_Engineer,Mehsana,Gujarat,5,12,0
32849,8163990,40,6,single,norent_noown,yes,Aviator,Anantapur,Andhra_Pradesh,6,11,0
76063,223993,54,7,single,rented,no,Physician,Rourkela,Odisha,7,11,1
52380,900174,61,17,single,rented,no,Chemical_engineer,Kurnool[18],Andhra_Pradesh,13,14,0
52668,1309803,55,9,single,rented,no,Artist,Shahjahanpur,Uttar_Pradesh,9,12,0
53487,9337591,72,16,single,rented,yes,Graphic_Designer,Siwan[32],Bihar,14,12,0
72952,3098010,77,15,single,rented,yes,Physician,Mahbubnagar,Telangana,14,10,0
31578,7332667,76,8,single,rented,no,Fashion_Designer,Jaunpur,Uttar_Pradesh,5,10,0
85535,4247262,62,15,married,rented,no,Secretary,Dibrugarh,Assam,4,10,1
875,9211842,61,16,single,rented,no,Computer_hardware_engineer,Bettiah[33],Bihar,11,11,1
7107,9655703,61,6,married,rented,yes,Financial_Analyst,Agartala,Tripura,6,11,1
7916,8801912,33,16,married,rented,no,Flight_attendant,Gurgaon,Haryana,9,14,0
50237,4393965,47,5,single,rented,no,Scientist,Sri_Ganganagar,Rajasthan,5,14,0
64997,1126863,43,1,single,rented,no,Mechanical_engineer,Vijayanagaram,Andhra_Pradesh,1,11,0
2219,3956624,66,18,single,rented,no,Designer,Srikakulam,Andhra_Pradesh,12,10,0
31265,8768562,67,13,married,rented,no,Army_officer,Etawah,Uttar_Pradesh,4,10,0
69170,1969961,51,9,married,rented,yes,Dentist,Amritsar,Punjab,9,12,0
59615,6325118,21,13,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,11,12,1
45562,6238694,59,1,single,rented,no,Engineer,Kulti,West_Bengal,1,11,0
38543,6991135,31,16,single,norent_noown,yes,Fashion_Designer,Mehsana,Gujarat,11,11,0
71555,8171478,48,13,single,rented,no,Aviator,Nellore[14][15],Andhra_Pradesh,9,11,0
29822,4313468,35,10,married,rented,no,Analyst,Kavali,Andhra_Pradesh,6,11,0
73091,6551671,23,20,married,rented,no,Chartered_Accountant,Vellore,Tamil_Nadu,8,12,0
38934,7261695,72,7,single,rented,no,Lawyer,Thoothukudi,Tamil_Nadu,7,14,0
47327,4936411,69,8,married,rented,yes,Design_Engineer,Jalna,Maharashtra,3,13,0
41134,4950428,49,18,single,rented,no,Fashion_Designer,Suryapet,Telangana,13,11,0
5480,6501716,37,5,single,rented,no,Civil_servant,Nagpur,Maharashtra,5,13,0
25267,7968822,24,13,single,rented,no,Petroleum_Engineer,Begusarai,Bihar,3,13,0
50260,2776190,64,16,single,rented,yes,Consultant,Naihati,West_Bengal,4,10,0
5912,1139981,60,12,single,rented,no,Civil_engineer,Ambattur,Tamil_Nadu,12,12,0
31496,6743958,24,15,single,rented,no,Physician,Kavali,Andhra_Pradesh,11,12,1
54886,5128999,53,12,single,rented,no,Designer,Tezpur,Assam,12,10,0
82467,7363274,70,9,married,rented,no,Drafter,Shahjahanpur,Uttar_Pradesh,5,14,0
16838,7302729,70,14,single,rented,no,Aviator,Bongaigaon,Assam,11,11,0
50656,5047941,36,14,single,rented,no,Consultant,Jalandhar,Punjab,7,12,0
78962,6326936,70,20,single,rented,no,Designer,Raurkela_Industrial_Township,Odisha,14,14,0
48192,8596122,61,6,single,rented,no,Designer,Kishanganj[35],Bihar,4,11,0
83617,3143181,78,3,single,rented,no,Drafter,Visakhapatnam[4],Andhra_Pradesh,3,10,0
16845,3306281,33,16,single,rented,no,Engineer,Machilipatnam,Andhra_Pradesh,8,12,1
47564,2162328,52,7,single,rented,no,Army_officer,Bahraich,Uttar_Pradesh,7,12,0
91662,8223223,23,2,single,rented,no,Air_traffic_controller,Mango,Jharkhand,2,10,0
41638,3796471,29,1,single,rented,no,Aviator,Bhopal,Madhya_Pradesh,1,10,0
55904,2304127,29,5,married,rented,no,Economist,Nagaon,Assam,5,13,0
21344,7349884,67,10,single,rented,no,Geologist,Nanded,Maharashtra,6,12,0
27715,8304718,78,0,single,rented,no,Civil_servant,Bally,West_Bengal,0,13,0
37693,1859505,60,7,single,rented,no,Design_Engineer,Sambalpur,Odisha,7,11,0
91787,1669654,61,3,single,rented,no,Chemical_engineer,Raebareli,Uttar_Pradesh,3,12,0
58192,6917119,44,20,married,rented,yes,Physician,South_Dumdum,West_Bengal,8,11,0
56824,2813026,68,17,single,rented,yes,Analyst,Guntakal,Andhra_Pradesh,5,14,0
1514,3693963,41,19,single,rented,yes,Army_officer,Pudukkottai,Tamil_Nadu,3,11,0
26885,8989094,76,7,single,rented,no,Computer_operator,Secunderabad,Telangana,7,13,0
13136,1085302,69,4,single,rented,no,Flight_attendant,Panihati,West_Bengal,4,10,1
11104,5794794,61,19,single,rented,no,Drafter,Patiala,Punjab,13,11,0
67438,6814296,37,16,single,rented,no,Computer_hardware_engineer,Hubliâ€“Dharwad,Karnataka,8,11,0
42,2735428,72,20,single,rented,no,Surveyor,Shimla,Himachal_Pradesh,6,14,0
46929,7167091,51,19,single,rented,yes,Army_officer,Barasat,West_Bengal,6,11,1
16905,5965136,36,15,single,rented,no,Software_Developer,Jamshedpur,Jharkhand,10,12,1
20228,97034,34,4,single,rented,yes,Mechanical_engineer,Vijayanagaram,Andhra_Pradesh,4,11,0
72360,8419034,70,12,single,rented,no,Hotel_Manager,Karawal_Nagar,Delhi,12,11,0
79793,1270796,27,12,single,rented,yes,Chemical_engineer,Nellore[14][15],Andhra_Pradesh,6,10,0
32530,7357515,50,13,single,rented,yes,Fashion_Designer,Bhopal,Madhya_Pradesh,7,14,0
14907,2113243,63,8,single,rented,no,Geologist,Gandhinagar,Gujarat,7,10,0
34923,1114427,73,9,single,rented,yes,Comedian,Sasaram[30],Bihar,9,13,1
80863,5616939,66,3,single,rented,yes,Air_traffic_controller,Amroha,Uttar_Pradesh,3,11,0
43193,9724250,67,17,single,rented,yes,Dentist,Bathinda,Punjab,3,13,0
2518,7171033,68,19,married,rented,no,Computer_operator,Jalandhar,Punjab,4,10,0
49004,4070923,23,6,single,rented,yes,Economist,Aligarh,Uttar_Pradesh,6,11,0
99577,2718385,32,17,single,rented,no,Official,Suryapet,Telangana,9,10,0
36102,6693633,34,0,single,rented,no,Civil_servant,Siwan[32],Bihar,0,12,0
99913,6176694,66,10,single,rented,no,Designer,Allahabad,Uttar_Pradesh[5],7,14,0
13317,3274307,41,16,single,rented,yes,Secretary,Panvel,Maharashtra,6,12,0
90001,6911248,32,19,single,rented,no,Drafter,Bhimavaram,Andhra_Pradesh,11,14,1
32107,2421029,48,13,single,rented,no,Surveyor,Visakhapatnam[4],Andhra_Pradesh,5,10,0
84025,6247448,43,7,single,rented,no,Economist,Thrissur,Kerala,6,11,0
22819,4887997,77,20,single,rented,no,Fashion_Designer,Madanapalle,Andhra_Pradesh,10,13,0
17996,9034541,68,4,single,rented,no,Firefighter,Patiala,Punjab,4,10,0
77915,4844257,38,11,single,rented,yes,Designer,Ajmer,Rajasthan,4,14,0
56862,3391314,27,1,single,owned,no,Geologist,Latur,Maharashtra,1,10,0
93759,8462658,53,16,single,rented,yes,Lawyer,Dhanbad,Jharkhand,12,12,0
53892,1963558,36,15,single,rented,yes,Microbiologist,Shimla,Himachal_Pradesh,7,13,1
10768,9157379,72,13,single,rented,yes,Design_Engineer,Ajmer,Rajasthan,9,10,0
97740,4272756,29,6,single,rented,no,Surveyor,Danapur,Bihar,6,13,0
98773,7957694,22,0,single,rented,yes,Computer_hardware_engineer,Ratlam,Madhya_Pradesh,0,14,0
45002,9574183,39,14,single,rented,yes,Police_officer,Varanasi,Uttar_Pradesh,8,12,0
80137,408434,34,8,single,rented,yes,Chartered_Accountant,Suryapet,Telangana,4,12,0
28197,7686160,24,12,single,rented,no,Biomedical_Engineer,Eluru[25],Andhra_Pradesh,10,14,0
94697,8853692,48,15,single,rented,yes,Computer_hardware_engineer,Tadipatri,Andhra_Pradesh,7,14,0
36234,7164498,70,18,single,rented,no,Magistrate,Jhansi,Uttar_Pradesh,10,14,0
88537,4854861,77,1,married,rented,no,Designer,Jamalpur[36],Bihar,1,13,0
11073,7086647,24,4,married,rented,no,Engineer,Ambattur,Tamil_Nadu,4,14,0
40406,1175014,72,7,married,rented,no,Technician,"Khora,_Ghaziabad",Uttar_Pradesh,7,14,0
33597,6329094,26,17,single,rented,no,Army_officer,Thrissur,Kerala,12,11,1
97492,2055989,25,18,single,rented,no,Scientist,Cuttack,Odisha,3,10,0
41699,5360213,64,12,single,rented,yes,Chartered_Accountant,Siwan[32],Bihar,4,14,0
26907,6623263,22,4,single,rented,no,Designer,Adoni,Andhra_Pradesh,4,14,0
32732,9800971,62,14,single,rented,no,Aviator,Jorhat,Assam,3,13,0
72567,6351922,57,6,married,rented,yes,Dentist,Khammam,Telangana,5,10,0
33379,4597007,48,0,single,rented,no,Consultant,Mahbubnagar,Telangana,0,10,0
84820,4910728,44,3,married,rented,no,Scientist,Medininagar,Jharkhand,3,12,0
62122,3640062,37,10,single,rented,no,Design_Engineer,Miryalaguda,Telangana,10,13,0
66000,3835379,71,8,married,rented,no,Chef,Ahmednagar,Maharashtra,8,12,0
51894,2625246,30,19,single,rented,yes,Fashion_Designer,Proddatur,Andhra_Pradesh,7,12,0
21878,4958467,76,2,single,rented,yes,Secretary,Singrauli,Madhya_Pradesh,2,11,0
81326,1108464,57,20,single,rented,no,Engineer,Morena,Madhya_Pradesh,7,14,1
71805,2045156,35,9,single,rented,yes,Firefighter,Jorhat,Assam,9,13,1
20538,6767059,53,10,single,rented,no,Magistrate,Dehri[30],Bihar,10,11,0
7977,2338978,38,19,single,rented,no,Physician,Munger,Bihar,3,10,0
39210,9728879,30,5,single,rented,yes,Artist,Gudivada,Andhra_Pradesh,5,12,0
59883,8737689,65,10,married,rented,yes,Industrial_Engineer,Maheshtala,West_Bengal,9,14,0
36754,8609803,66,3,single,rented,no,Police_officer,Karimnagar,Telangana,3,11,0
37679,315321,68,3,single,owned,no,Biomedical_Engineer,Aurangabad,Maharashtra,3,13,0
43477,3148837,37,17,single,rented,yes,Psychologist,Bhagalpur,Bihar,13,13,0
64473,8076327,22,12,single,rented,no,Scientist,Adoni,Andhra_Pradesh,7,11,0
60427,1500447,75,13,married,rented,no,Artist,Jaunpur,Uttar_Pradesh,13,12,1
64827,9955481,57,13,single,rented,no,Statistician,Eluru[25],Andhra_Pradesh,5,10,0
14141,6716124,49,0,single,rented,no,Industrial_Engineer,Raiganj,West_Bengal,0,12,0
56758,7686186,69,15,single,owned,yes,Air_traffic_controller,Bhiwandi,Maharashtra,4,13,0
69107,7907929,31,20,single,rented,no,Secretary,Pune,Maharashtra,12,11,0
63241,1441243,55,6,single,rented,yes,Librarian,Nagaon,Assam,6,10,0
76585,8729941,33,20,single,rented,no,Technical_writer,Satara,Maharashtra,11,11,0
83803,1429501,71,2,single,rented,no,Microbiologist,Ozhukarai,Puducherry,2,10,0
49212,3423478,76,9,single,rented,no,Computer_hardware_engineer,Suryapet,Telangana,4,10,1
37005,6190341,79,13,single,rented,no,Dentist,Rajkot,Gujarat,4,11,0
77639,4089865,71,11,single,rented,no,Computer_hardware_engineer,Ichalkaranji,Maharashtra,7,11,0
99352,8215558,43,1,single,rented,yes,Surveyor,Dindigul,Tamil_Nadu,1,13,0
43610,6173989,30,8,single,rented,no,Politician,Sasaram[30],Bihar,6,11,0
20454,4666822,54,19,single,rented,no,Flight_attendant,Bhiwandi,Maharashtra,11,11,0
32290,606432,39,9,single,rented,no,Chemical_engineer,Gwalior,Madhya_Pradesh,6,10,0
20140,954408,28,8,single,rented,yes,Civil_engineer,Proddatur,Andhra_Pradesh,8,13,0
66486,354766,78,0,single,rented,no,Computer_hardware_engineer,Saharanpur,Uttar_Pradesh,0,10,0
55401,4727668,62,20,single,rented,yes,Drafter,Khandwa,Madhya_Pradesh,7,10,0
83129,3465762,55,13,single,rented,no,Psychologist,Khandwa,Madhya_Pradesh,7,10,0
8146,3098010,77,15,single,rented,yes,Physician,Mahbubnagar,Telangana,14,10,0
54706,9443163,45,20,single,rented,no,Comedian,Chittoor[28],Andhra_Pradesh,5,12,0
28126,3685843,77,15,single,norent_noown,no,Computer_hardware_engineer,Bareilly,Uttar_Pradesh,8,13,0
33177,6268431,43,6,single,owned,yes,Technician,Jabalpur,Madhya_Pradesh,3,10,0
94585,8497267,65,6,single,rented,no,Civil_engineer,Madanapalle,Andhra_Pradesh,6,12,0
39705,749923,54,5,single,rented,no,Computer_hardware_engineer,Agartala,Tripura,5,13,0
5321,355672,47,11,single,rented,no,Psychologist,Satna,Madhya_Pradesh,11,14,1
88242,9165973,37,14,single,norent_noown,yes,Dentist,Arrah,Bihar,11,11,0
40749,4137087,25,11,single,rented,yes,Army_officer,Varanasi,Uttar_Pradesh,11,10,0
93478,6004435,47,10,single,rented,yes,Microbiologist,Gwalior,Madhya_Pradesh,9,14,0
91185,635224,69,7,single,rented,yes,Technician,Vijayawada,Andhra_Pradesh,7,12,0
69092,5524586,67,7,single,rented,no,Technical_writer,Karnal,Haryana,7,12,0
24749,4006235,74,11,single,rented,no,Technology_specialist,Bhagalpur,Bihar,3,13,0
53447,3242214,29,3,single,rented,no,Fashion_Designer,Orai,Uttar_Pradesh,3,13,0
21145,8746952,28,20,single,rented,no,Design_Engineer,Ambarnath,Maharashtra,13,10,0
47992,1106260,39,8,single,owned,no,Aviator,Raipur,Chhattisgarh,8,10,1
91871,9867887,79,9,single,rented,no,Physician,Chapra,Bihar,4,12,0
19754,5572364,63,17,single,rented,no,Microbiologist,Muzaffarpur,Bihar,8,14,0
32912,6104309,30,3,single,rented,no,Librarian,Morbi,Gujarat,3,12,0
67254,6967997,30,5,single,rented,yes,Biomedical_Engineer,Belgaum,Karnataka,4,14,0
31852,8078779,66,9,single,rented,yes,Librarian,Dhule,Maharashtra,5,14,0
83890,7201729,22,19,single,rented,no,Technical_writer,Vijayawada,Andhra_Pradesh,4,12,0
2211,3900250,34,1,single,rented,no,Industrial_Engineer,Naihati,West_Bengal,1,11,0
33425,4393229,34,11,single,rented,yes,Lawyer,Hospet,Karnataka,9,12,0
97882,2774757,36,11,single,rented,no,Civil_servant,New_Delhi,Delhi,10,11,0
9489,508609,34,20,single,rented,no,Flight_attendant,Pimpri-Chinchwad,Maharashtra,9,10,0
59006,7936020,49,13,single,rented,no,Fashion_Designer,Alwar,Rajasthan,6,11,0
83957,8892861,26,8,single,rented,yes,Psychologist,Kharagpur,West_Bengal,4,14,0
18520,6530407,54,2,single,rented,no,Engineer,Nadiad,Gujarat,2,11,0
42813,645859,44,17,single,rented,no,Lawyer,Katihar,Bihar,5,12,0
326,854917,34,0,single,rented,no,Architect,Medininagar,Jharkhand,0,13,0
43136,9420838,48,6,single,rented,no,Technical_writer,Madurai,Tamil_Nadu,6,10,1
73895,6088053,50,9,single,rented,no,Web_designer,Ahmednagar,Maharashtra,6,12,1
75194,3132419,39,9,single,rented,yes,Statistician,Baranagar,West_Bengal,8,13,0
83606,3855594,39,10,single,rented,yes,Consultant,Miryalaguda,Telangana,10,13,1
38449,7303811,47,2,single,rented,yes,Geologist,Warangal[11][12],Telangana,2,11,0
87673,5810558,24,18,single,rented,no,Designer,Ratlam,Madhya_Pradesh,6,14,0
24435,6889141,62,13,single,rented,yes,Secretary,Phusro,Jharkhand,10,13,0
48318,8639811,68,18,single,rented,no,Hotel_Manager,Rajkot,Gujarat,7,10,0
11878,181844,33,6,married,rented,no,Computer_hardware_engineer,South_Dumdum,West_Bengal,6,11,0
31138,7468729,50,9,married,rented,yes,Psychologist,Thrissur,Kerala,5,10,0
34681,9932138,45,19,single,rented,no,Official,Vijayawada,Andhra_Pradesh,9,14,0
6293,8087598,44,18,single,rented,no,Chef,Noida,Uttar_Pradesh,14,11,0
96994,4823993,51,6,single,rented,yes,Hotel_Manager,Machilipatnam,Andhra_Pradesh,6,13,0
82161,5420974,27,14,single,rented,no,Hotel_Manager,Narasaraopet,Andhra_Pradesh,12,12,0
74033,340310,70,7,single,rented,yes,Dentist,Ramagundam[27],Telangana,7,13,0
28458,7181606,57,6,single,rented,no,Psychologist,Panihati,West_Bengal,6,11,0
31435,5722719,71,1,single,rented,no,Technology_specialist,Kumbakonam,Tamil_Nadu,1,14,0
66317,9856572,75,8,single,rented,no,Geologist,New_Delhi,Delhi,8,12,0
53235,4703291,68,11,single,rented,yes,Economist,Bihar_Sharif,Bihar,11,14,0
52126,5158722,69,3,single,rented,no,Drafter,Madanapalle,Andhra_Pradesh,3,14,0
26234,2267970,64,5,single,rented,no,Civil_engineer,Hindupur,Andhra_Pradesh,5,10,0
18853,431500,51,10,single,rented,yes,Surveyor,Chandrapur,Maharashtra,10,11,0
58212,5001124,46,11,single,owned,yes,Analyst,Hazaribagh,Jharkhand,11,11,0
36228,7243585,57,15,single,rented,yes,Surveyor,Maheshtala,West_Bengal,9,11,1
58311,109949,25,1,single,rented,no,Chemical_engineer,Bhilwara,Rajasthan,1,12,0
